source_entry_id,source_headword,source_volume,ordinal,raw_target,raw_context,status,target_entry_id,target_headword,target_volume,match_words,redirect_hops,suffix_stripped
Bd04_Ins-Loc:0160:0107,Kallippos,Bd04_Ins-Loc,0,Eudoxos,Eudoxos von Knidos,cross_volume,Bd02_C-F:0444:0492,Eudoxos,Bd02_C-F,1,0,
Bd04_Ins-Loc:0160:0107,Kallippos,Bd04_Ins-Loc,1,Rettung,"Rettung der Phänomene, indem er die Anzahl der Sphären für Mars, Ve",cross_volume,Bd07_Re-Te:0139:0107,Rettung der Phänomene,Bd07_Re-Te,3,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,0,Philosophie,"Philosophie, praktische",cross_volume,Bd06_O-Ra:0302:0215,"Philosophie, praktische",Bd06_O-Ra,2,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,1,Anthropologie,Anthropologie,cross_volume,Bd01_A-B:0177:0244,Anthropologie,Bd01_A-B,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,2,Existenzphilosophie,Existenzphilosophie immanenten Heroismus (des vereinzelten Subjekts,cross_volume,Bd02_C-F:0468:0517,Existenzphilosophie,Bd02_C-F,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,3,Seinsgeschichte,Seinsgeschichte,cross_volume,Bd07_Re-Te:0335:0269,Seinsgeschichte,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,4,Szientismus,Szientismus,cross_volume,Bd07_Re-Te:0661:0566,Szientismus,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,5,Erlanger,Erlanger Schule wird,cross_volume,Bd02_C-F:0408:0459,Erlanger Schule,Bd02_C-F,2,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,6,Logik,Logik als auch,cross_volume,Bd05_Log-N:0021:0005,Logik,Bd05_Log-N,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,7,transsubjektiv/Transsubjektivität,transsubjektiv/Transsubjektivität,slash_half,Bd08_Th-Z:0130:0079,transsubjektiv/Transsubjektivität,Bd08_Th-Z,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,8,Anthropologie,Anthropologie werden die anthropologischen Grundbegriffe (z,cross_volume,Bd01_A-B:0177:0244,Anthropologie,Bd01_A-B,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,9,Lebenswelt,Lebenswelt,same_volume,Bd04_Ins-Loc:0502:0399,Lebenswelt,Bd04_Ins-Loc,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,10,Ethik,Ethik folgen mit der Formulierung einer,cross_volume,Bd02_C-F:0422:0475,Ethik,Bd02_C-F,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,11,normativer,normativer und mit der,deinflected,Bd05_Log-N:0630:0498,normativ,Bd05_Log-N,1,0,er
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,12,Rekonstruktion,Rekonstruktion einer in der,cross_volume,Bd07_Re-Te:0082:0064,Rekonstruktion,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,13,Gelassenheit,Gelassenheit bzw,cross_volume,Bd03_G-Inn:0077:0047,Gelassenheit,Bd03_G-Inn,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,14,Leben,"Leben, gutes",same_volume,Bd04_Ins-Loc:0497:0394,"Leben, gutes",Bd04_Ins-Loc,2,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,15,Widerfahrnisses,Widerfahrnisses und der Formulierung der (eine handelnde Identitätsinterpre,unresolved,,,,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,16,Sprachkritik,Sprachkritik,cross_volume,Bd07_Re-Te:0509:0422,Sprachkritik,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,17,Historismus,Historismus,cross_volume,Bd03_G-Inn:0433:0313,Historismus,Bd03_G-Inn,1,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,18,Naturalismus,Naturalismus (ethisch,cross_volume,Bd05_Log-N:0524:0414,Naturalismus (ethisch),Bd05_Log-N,2,0,
Bd04_Ins-Loc:0160:0108,Kamlah,Bd04_Ins-Loc,19,Säkularisierung,Säkularisierung,cross_volume,Bd07_Re-Te:0220:0170,Säkularisierung,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,0,Logik,"Logik, deontische",cross_volume,Bd05_Log-N:0034:0013,"Logik, deontische",Bd05_Log-N,2,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,1,Modallogik,Modallogik (verschollen,cross_volume,Bd05_Log-N:0439:0336,Modallogik,Bd05_Log-N,1,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,2,Beweistheorie,"Beweistheorie, enorm einflußreich waren",cross_volume,Bd01_A-B:0472:0589,Beweistheorie,Bd01_A-B,1,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,3,Logik,"Logik, philosophische",cross_volume,Bd05_Log-N:0097:0052,"Logik, philosophische",Bd05_Log-N,2,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,4,Prädikatenlogik,Prädikatenlogik gehören hierzu insbes,cross_volume,Bd06_O-Ra:0414:0299,Prädikatenlogik,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,5,Handlungslogik,Handlungslogik und analytischen Ethik sowie zur,cross_volume,Bd03_G-Inn:0300:0224,Handlungslogik,Bd03_G-Inn,1,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,6,Präferenzlogik,Präferenzlogik,cross_volume,Bd06_O-Ra:0424:0307,Präferenzlogik,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,7,Semantik,Semantik für ihre quantifizierte (,cross_volume,Bd07_Re-Te:0354:0283,Semantik,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,8,Quantifizierung,Quantifizierung,cross_volume,Bd06_O-Ra:0561:0437,Quantifizierung,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,9,Welt,"Welt, mögliche",cross_volume,Bd08_Th-Z:0469:0441,"Welt, mögliche",Bd08_Th-Z,2,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,10,Kripke-Semantik,Kripke-Semantik entsprechen,same_volume,Bd04_Ins-Loc:0410:0325,Kripke-Semantik,Bd04_Ins-Loc,1,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,11,Quantorenlogik,Quantorenlogik,cross_volume,Bd06_O-Ra:0565:0443,Quantorenlogik,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,12,normative,"normative Begriffe entwickelt, einschließlich Imperativen und Handlun",deinflected,Bd05_Log-N:0630:0498,normativ,Bd05_Log-N,1,0,e
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,13,universelle,universelle Aussagen (in der Regel allquantifizierte [,deinflected,Bd08_Th-Z:0222:0178,universell,Bd08_Th-Z,1,0,e
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,14,Allquantor,Allquantor,cross_volume,Bd01_A-B:0127:0162,Allquantor,Bd01_A-B,1,0,
Bd04_Ins-Loc:0162:0109,Kanger,Bd04_Ins-Loc,15,Subjunktionen,Subjunktionen,deinflected,Bd07_Re-Te:0593:0483,Subjunktion,Bd07_Re-Te,1,0,en
Bd04_Ins-Loc:0164:0110,K’ang Yu-Wei,Bd04_Ins-Loc,0,Konfuzianismus,Konfuzianismus,same_volume,Bd04_Ins-Loc:0308:0222,Konfuzianismus,Bd04_Ins-Loc,1,0,
Bd04_Ins-Loc:0164:0111,Kanon,Bd04_Ins-Loc,0,Schluß,Schluß,cross_volume,Bd07_Re-Te:0280:0227,Schluß,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0164:0111,Kanon,Bd04_Ins-Loc,1,Renaissance,Renaissance des 14,cross_volume,Bd07_Re-Te:0119:0089,Renaissance,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0164:0111,Kanon,Bd04_Ins-Loc,2,Forschung,Forschung (etwa bei J,cross_volume,Bd02_C-F:0551:0614,Forschung,Bd02_C-F,1,0,
Bd04_Ins-Loc:0164:0111,Kanon,Bd04_Ins-Loc,3,Semiotik,Semiotik,cross_volume,Bd07_Re-Te:0369:0294,Semiotik,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0164:0111,Kanon,Bd04_Ins-Loc,4,Pythagoreer,Pythagoreer zur Bestimmung der Verhältniszahlen musikalischer Intervall,cross_volume,Bd06_O-Ra:0534:0422,Pythagoreer,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0164:0111,Kanon,Bd04_Ins-Loc,5,Wahrheitskriterien,Wahrheitskriterien ein Hauptgegenstand der logischen und erkenntnistheoretisch,unresolved,,,,1,0,
Bd04_Ins-Loc:0164:0111,Kanon,Bd04_Ins-Loc,6,Paradigma,Paradigma,cross_volume,Bd06_O-Ra:0108:0086,Paradigma,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0164:0111,Kanon,Bd04_Ins-Loc,7,normativen,"normativen, nicht nur deskriptiven (",deinflected,Bd05_Log-N:0630:0498,normativ,Bd05_Log-N,1,0,en
Bd04_Ins-Loc:0164:0111,Kanon,Bd04_Ins-Loc,8,deskriptiv/präskriptiv,deskriptiv/präskriptiv,cross_volume,Bd06_O-Ra:0438:0321,präskriptiv,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,0,Pietismus,Pietismus,cross_volume,Bd06_O-Ra:0344:0239,Pietismus,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,1,Philosophie,"Philosophie, theoretische,",cross_volume,Bd06_O-Ra:0304:0217,"Philosophie, theoretische",Bd06_O-Ra,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,2,Philosophie,"Philosophie, praktische",cross_volume,Bd06_O-Ra:0302:0215,"Philosophie, praktische",Bd06_O-Ra,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,3,Metaphysik,Metaphysik in ihrer zeitgenössischen deutschen Form (,cross_volume,Bd05_Log-N:0391:0278,Metaphysik,Bd05_Log-N,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,4,Leibniz-Wolffsche,Leibniz-Wolffsche Philosophie,same_volume,Bd04_Ins-Loc:0544:0422,Leibniz-Wolffsche Philosophie,Bd04_Ins-Loc,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,5,vis,vis viva,cross_volume,Bd08_Th-Z:0358:0340,vis viva,Bd08_Th-Z,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,6,Infinitesimalrechnung,Infinitesimalrechnung,cross_volume,Bd03_G-Inn:0621:0470,Infinitesimalrechnung,Bd03_G-Inn,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,7,Wirbeltheorie,Wirbeltheorie,cross_volume,Bd08_Th-Z:0547:0518,Wirbeltheorie,Bd08_Th-Z,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,8,Kosmogonie,Kosmogonie und,same_volume,Bd04_Ins-Loc:0388:0307,Kosmogonie,Bd04_Ins-Loc,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,9,Kosmologie,Kosmologie vertritt,same_volume,Bd04_Ins-Loc:0390:0308,Kosmologie,Bd04_Ins-Loc,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,10,Evolution,Evolution des Kosmos vorbereitet,cross_volume,Bd02_C-F:0457:0503,Evolution,Bd02_C-F,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,11,Gravitation,Gravitation auf Grund unterschiedlicher,cross_volume,Bd03_G-Inn:0219:0165,Gravitation,Bd03_G-Inn,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,12,Teleologie,Teleologie,cross_volume,Bd07_Re-Te:0706:0607,Teleologie,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,13,Gottesbeweises,Gottesbeweises,deinflected,Bd03_G-Inn:0199:0152,Gottesbeweis,Bd03_G-Inn,1,0,es
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,14,synthetische,"synthetische Methode (der Mathematik,",deinflected,Bd07_Re-Te:0649:0557,synthetisch,Bd07_Re-Te,1,0,e
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,15,Methode,"Methode, synthetische",cross_volume,Bd05_Log-N:0409:0298,"Methode, synthetische",Bd05_Log-N,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,16,Axiomen,Axiomen explizit macht und daraus,deinflected,Bd01_A-B:0356:0451,Axiom,Bd01_A-B,1,0,en
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,17,Folgerungen,Folgerungen abzuleiten versucht (dabei können sich auch,deinflected,Bd02_C-F:0536:0597,Folgerung,Bd02_C-F,1,0,en
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,18,Definitionen,Definitionen ergeben,deinflected,Bd02_C-F:0155:0174,Definition,Bd02_C-F,1,0,en
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,19,Identität,Identität und den des Widerspruchs (,cross_volume,Bd03_G-Inn:0548:0395,Identität,Bd03_G-Inn,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,20,Widerspruch,"Widerspruch, Satz vom",cross_volume,Bd08_Th-Z:0513:0488,"Widerspruch, Satz vom",Bd08_Th-Z,3,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,21,Wahrheitskriterien,"Wahrheitskriterien wie die Mathematik steht, ist sie gleicher Gewißheit fähig,",unresolved,,,,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,22,Ethik,Ethik – K,cross_volume,Bd02_C-F:0422:0475,Ethik,Bd02_C-F,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,23,moral,"moral sense beeinflußt –, da sich vorläufig nur formale Prinzipie",cross_volume,Bd05_Log-N:0480:0379,moral sense,Bd05_Log-N,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,24,Gefühls,Gefühls,deinflected,Bd03_G-Inn:0055:0028,Gefühl,Bd03_G-Inn,1,0,s
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,25,übersinnlichen,übersinnlichen (,deinflected,Bd08_Th-Z:0175:0122,übersinnlich,Bd08_Th-Z,1,0,en
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,26,intelligiblen,intelligiblen,unresolved,,,,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,27,Kausalität,Kausalität zwar als Kopräsenz von Gegenständen oder Sachverhalten in d,same_volume,Bd04_Ins-Loc:0196:0136,Kausalität,Bd04_Ins-Loc,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,28,Grund,Grund und Folge (,cross_volume,Bd03_G-Inn:0244:0184,Grund,Bd03_G-Inn,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,29,Folge,Folge (logisch,cross_volume,Bd02_C-F:0535:0595,Folge (logisch),Bd02_C-F,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,30,Norm,"Norm (handlungstheoretisch, moralphilosophisch",cross_volume,Bd05_Log-N:0624:0493,Norm,Bd05_Log-N,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,31,Sinnlichkeit,Sinnlichkeit und des,cross_volume,Bd07_Re-Te:0414:0341,Sinnlichkeit,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,32,Verstandes,Verstandes (,deinflected,Bd08_Th-Z:0333:0311,Verstand,Bd08_Th-Z,1,0,es
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,33,Erscheinung,Erscheinung,cross_volume,Bd02_C-F:0411:0462,Erscheinung,Bd02_C-F,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,34,Phaenomenon,Phaenomenon,cross_volume,Bd06_O-Ra:0191:0171,Phaenomenon,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,35,Verstandesbegriffe,"Verstandesbegriffe, reine",cross_volume,Bd08_Th-Z:0336:0312,"Verstandesbegriffe, reine",Bd08_Th-Z,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,36,Anschauung,Anschauung,cross_volume,Bd01_A-B:0168:0234,Anschauung,Bd01_A-B,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,37,Idee,"Idee, angeborene",cross_volume,Bd03_G-Inn:0541:0389,"Idee, angeborene",Bd03_G-Inn,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,38,Kausalität,Kausalität,same_volume,Bd04_Ins-Loc:0196:0136,Kausalität,Bd04_Ins-Loc,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,39,Kopernikanische,Kopernikanische Wende,same_volume,Bd04_Ins-Loc:0373:0293,Kopernikanische Wende,Bd04_Ins-Loc,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,40,Rationalismus,Rationalismus und,cross_volume,Bd06_O-Ra:0600:0480,Rationalismus,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,41,Empirismus,Empirismus gleichermaßen kennzeichnenden naiven Glauben an die Gewißhe,cross_volume,Bd02_C-F:0338:0389,Empirismus,Bd02_C-F,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,42,Transzendentalphilosophie,Transzendentalphilosophie,cross_volume,Bd08_Th-Z:0132:0083,Transzendentalphilosophie,Bd08_Th-Z,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,43,transzendental,transzendental,cross_volume,Bd08_Th-Z:0131:0081,transzendental,Bd08_Th-Z,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,44,Kritik,Kritik,same_volume,Bd04_Ins-Loc:0412:0328,Kritik,Bd04_Ins-Loc,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,45,Subjekt,"Subjekt, transzendentales,",cross_volume,Bd07_Re-Te:0589:0478,"Subjekt, transzendentales",Bd07_Re-Te,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,46,Subjektivismus,"Subjektivismus,",cross_volume,Bd07_Re-Te:0590:0480,Subjektivismus,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,47,Idealismus,"Idealismus, transzendentaler",cross_volume,Bd03_G-Inn:0529:0379,"Idealismus, transzendentaler",Bd03_G-Inn,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,48,Dinge,Dinge an sich,deinflected,Bd02_C-F:0234:0255,Ding,Bd02_C-F,1,0,e
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,49,Erfahrung,Erfahrung,cross_volume,Bd02_C-F:0379:0439,Erfahrung,Bd02_C-F,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,50,synthetischen,synthetischen Urteils,deinflected,Bd07_Re-Te:0649:0557,synthetisch,Bd07_Re-Te,1,0,en
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,51,a,a priori gelingt es K,cross_volume,Bd01_A-B:0206:0300,a priori,Bd01_A-B,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,52,�sthetik,"�sthetik, transzendentale",unresolved,,,,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,53,Logik,"Logik, transzendentale",cross_volume,Bd05_Log-N:0110:0063,"Logik, transzendentale",Bd05_Log-N,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,54,Analytik,"Analytik, transzendentale",cross_volume,Bd01_A-B:0147:0200,"Analytik, transzendentale",Bd01_A-B,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,55,Raum,Raum und,cross_volume,Bd06_O-Ra:0618:0484,Raum,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,56,Zeit,Zeit bestimmt aufzufassen ist,cross_volume,Bd08_Th-Z:0670:0587,Zeit,Bd08_Th-Z,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,57,Empfindungen,Empfindungen,deinflected,Bd02_C-F:0336:0387,Empfindung,Bd02_C-F,1,0,en
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,58,Raum,"Raum, absoluter",cross_volume,Bd06_O-Ra:0626:0485,"Raum, absoluter",Bd06_O-Ra,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,59,Orientierung,Orientierung,cross_volume,Bd06_O-Ra:0075:0056,Orientierung,Bd06_O-Ra,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,60,Euklidische,Euklidische Geometrie wie auch die auf dem Zeitbegriff beruhende Arithm,cross_volume,Bd02_C-F:0448:0495,Euklidische Geometrie,Bd02_C-F,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,61,konstruktiv/Konstruktivität,konstruktiv/Konstruktivität,slash_half,Bd04_Ins-Loc:0333:0259,konstruktiv/Konstruktivität,Bd04_Ins-Loc,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,62,Kategorien,Kategorien,deinflected,Bd04_Ins-Loc:0191:0128,Kategorie,Bd04_Ins-Loc,1,0,n
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,63,spontan/Spontaneität,spontan/Spontaneität,slash_half,Bd07_Re-Te:0496:0411,spontan/Spontaneität,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,64,Erfahrung,Erfahrung,cross_volume,Bd02_C-F:0379:0439,Erfahrung,Bd02_C-F,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,65,Deduktion,"Deduktion, transzendentale",cross_volume,Bd02_C-F:0147:0166,"Deduktion, transzendentale",Bd02_C-F,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,66,Schematismus,Schematismus und den,cross_volume,Bd07_Re-Te:0266:0217,Schematismus,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,67,Analogien,Analogien der Erfahrung,cross_volume,Bd01_A-B:0142:0192,Analogien der Erfahrung,Bd01_A-B,3,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,68,Dialektik,"Dialektik, transzendentale",cross_volume,Bd02_C-F:0206:0225,"Dialektik, transzendentale",Bd02_C-F,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,69,Antinomien,Antinomien der reinen Vernunft,ambiguous,,,,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,70,Paralogismen,Paralogismen der reinen Vernunft,unresolved,,,,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,71,Seele,Seele,cross_volume,Bd07_Re-Te:0329:0264,Seele,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,72,Substantialitätstheorie,Substantialitätstheorie,cross_volume,Bd07_Re-Te:0596:0490,Substantialitätstheorie,Bd07_Re-Te,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,73,Freiheit,Freiheit des Menschen,cross_volume,Bd02_C-F:0577:0633,Freiheit,Bd02_C-F,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,74,Gottesbeweise,Gottesbeweise sind nicht möglich,deinflected,Bd03_G-Inn:0199:0152,Gottesbeweis,Bd03_G-Inn,1,0,e
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,75,Idee,Idee (historisch,cross_volume,Bd03_G-Inn:0534:0386,Idee (historisch),Bd03_G-Inn,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,76,regulativen,regulativen,deinflected,Bd07_Re-Te:0070:0052,regulativ,Bd07_Re-Te,1,0,en
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,77,Postulate,Postulate der praktischen Vernunft,deinflected,Bd06_O-Ra:0409:0287,Postulat,Bd06_O-Ra,1,0,e
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,78,Logik,"Logik, traditionelle",cross_volume,Bd05_Log-N:0109:0062,"Logik, traditionelle",Bd05_Log-N,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,79,Glaube,Glaube (philosophisch,cross_volume,Bd03_G-Inn:0162:0120,Glaube (philosophisch),Bd03_G-Inn,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,80,Logik,"Logik, transzendentale",cross_volume,Bd05_Log-N:0110:0063,"Logik, transzendentale",Bd05_Log-N,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,81,Logik,"Logik, formale",cross_volume,Bd05_Log-N:0050:0022,"Logik, formale",Bd05_Log-N,2,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,82,Metatheorie,Metatheorie der Newtonschen mathematischen Physik,cross_volume,Bd05_Log-N:0398:0285,Metatheorie,Bd05_Log-N,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,83,Attraktion/Repulsion,Attraktion/Repulsion,slash_half,Bd01_A-B:0308:0397,Attraktion/Repulsion,Bd01_A-B,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,84,Prädikabile,Prädikabile,unresolved,,,,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,85,Verstand,Verstand und,cross_volume,Bd08_Th-Z:0333:0311,Verstand,Bd08_Th-Z,1,0,
Bd04_Ins-Loc:0165:0112,Kant,Bd04_Ins-Loc,86,Vernunft,Vernunft drittes,cross_volume,Bd08_Th-Z:0323:0296,Vernunft,Bd08_Th-Z,1,0,
